,Player Name,Nation,Squad,Matches Played,Minutes Played,Gls 90,Ast 90,G+A 90,xG 90,xAG 90,Age,Yellow Cards,Red Cards,Fouls commited,Fouls Drawn,Interceptions,Loose Ball Recovered,Aerial Duels Won %,Crosses,Shots on Target pr 90,Shots Total pr 90,Goals pr shot,Goals pr Shot on target,Average shooting distance,Short Cmp %,Medium Cmp%,Long Cmp%,Passes lead to shot,Completed passes into 1/3 offensive pitch,Completed passes into penalty area,Completed crosses into penalty area,Progressive passes,Tackles,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Tackle succes %,Number of times dribbled,Blocks total (shots+passes),Shots blocked,Passes blocked,Clearances,Shot creating actions 90,Completed liveball passes lead to shot,Completed deadball passes lead to shot,Succesfull dribbles lead to shot,Shot lead to another shot,Fouls Drawn lead to shot,Defensive actions lead to shot,Goal Creating Action 90,liveball passes lead to goal,Deadball passes lead to goal,Dribbles lead to goal,Shots that lead goal scoring shot,Fouls drawn lead to goal,Defensive actions lead to goal,DF,FW,MF,Prediction,market_value,difference,difference %
591,joselu,es ESP,Espanyol,0.6100779437207372,1.34778373789813,1.0458467682938746,-0.2589385932342884,0.6132967087190372,0.8425564120229629,-0.33404006220772064,1.3963232943319128,-0.5179307368843165,-0.3041753519952772,-0.3672646483720545,1.8333389458908207,-0.671485956640981,-0.41650028037143905,0.23438188373320384,-0.44462856953085766,0.6820256052720467,0.6515565385478029,0.2314532106558635,0.20756209734807615,-0.40889267943065033,-0.5237858183097209,-0.7149045709860379,-0.46296756387628696,-0.30456173759760635,-0.4283638005553606,-0.523874732957404,-0.6279108018223069,-0.3735174180939871,-1.014717703303261,-0.9369699801932316,-1.0379028679375384,-0.09375763219132957,-0.6481754814716822,-0.7897334638444259,-0.14118934185891913,-0.0555083190705216,-0.14757106103545348,0.313250675533084,-0.23765250225054302,-0.1842614207546732,-0.41294118952448305,0.3829754240518195,1.023632057785935,3.639838512804345,-0.48143675468883057,-0.21493265104166664,-0.32597444939142844,-0.27162260048869397,-0.26818175823197155,1.0356395034040413,1.5838310808112306,-0.17282534396494637,0.0,1.0,0.0,5.68,6.0,-0.32,-5.33
592,stevan jovetic,me MNE,Hertha BSC,-1.5230508154101716,-1.5315278126040268,0.212176413984686,1.699344723559217,0.9470590048475729,0.4579818052793873,0.5655331693467117,1.643354689953776,-1.1790263730473627,-0.3041753519952772,-0.7862996095230133,-0.3316530052694448,-1.0061437066436238,-0.7829026309500645,0.07094334922828194,-0.5857267964531687,-0.0702030841497885,0.8296213533640616,-0.12226727589574932,0.6407019674829915,0.1662234873131889,-0.6043070759602319,-0.40385070110892674,0.484881099646192,-0.18683811710989245,-0.3735515304613661,-0.32753877335288045,-0.33150072841264644,-0.37268399396422025,-1.153176945531133,-1.0684932868386259,-0.8789216455602471,-0.8229777481582592,-1.5026933844869002,-0.9467373712428142,-1.3190377855863753,-0.7791920645233615,-1.2140581584938366,-0.6948001075785012,0.3933681153240036,-0.25726867346488536,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,0.5091694225159134,-0.48143675468883057,0.44660752705472273,0.03719969879063547,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,3.25,2.0,1.25,62.5
593,juanpe,es ESP,Girona,-1.878572275265323,-0.8066895220483794,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6499351639407974,-0.6843295558536057,1.1492918987100496,0.14316489927872983,-0.3041753519952772,-0.7193814788449131,-0.9194679358189731,-0.46844420424129574,-0.7283544590831649,0.5028137082902956,-0.5889423440129296,-0.7488301980756793,-0.8573284939771502,-0.6578750410617571,-0.7262732797114314,-0.8460217149158535,-0.14125399932161692,-0.0265586800299303,0.14243026896395383,-0.8008939867895262,-0.367612723222052,-0.7833742421652848,-0.6279108018223069,-0.5568707266427032,-0.7480365010824801,-0.8149087819395924,-0.31082150962501104,-0.8229777481582592,-0.0901459558070024,-0.6416841519250328,-1.205489806119124,-0.5466414125073409,-1.2140581584938366,0.26926300499730627,-0.5158205148516771,-0.5397925849224088,-0.41294118952448305,-0.08058836664220567,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,2.92,1.5,1.42,94.67
594,jubal,br BRA,Auxerre,0.9655994035758887,1.64840791370462,-0.434642813573176,-0.3918837103010598,-0.5038002946792909,-0.5417962055424906,-0.7335191443230279,0.6552291074663232,0.14316489927872983,-0.3041753519952772,-0.24338644217628572,-0.227804601947458,0.8926578197502695,-0.2524172746431933,-0.4669610496998272,-0.6016759123495831,-0.68794162198358,-0.7695380869739854,-0.11724024055716,0.8506469713183133,-1.2663254559965746,-0.8732424175379223,-0.7041191327318381,-0.5431320632602189,-0.7801888274072648,-0.3561245387263302,-0.7307898092442634,-0.45694389941195657,-0.6129482645170184,-0.6658823111469035,-0.5088095754663187,-0.5794075337777729,-0.6013263100316204,-0.4621871777594769,-0.8189851424091444,0.3278316031793172,1.7137856341409192,-0.658344943271431,1.506416238816071,-1.0225430140796425,-0.8908745536341207,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.2878324154879179,-0.48143675468883057,-0.6340791773842135,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,0.8392090892093007,-0.17282534396494637,1.0,0.0,0.0,2.37,2.0,0.37,18.5
595,christopher jullien,fr FRA,Montpellier,-0.8120078956998688,0.1452870346721713,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.44641358540028464,-0.6097998763544813,0.6552291074663232,-0.5179307368843165,-0.3041753519952772,-0.08764245946713761,-0.8700163151894559,0.00023715307655365194,-0.3839643129074206,-0.1581032372723105,-0.6234130138535671,-0.7488301980756793,-0.6666646480258467,-0.6578750410617571,-0.7262732797114314,-1.355676970617254,-0.651008511875158,-0.5191114913912476,-0.39397863776688763,-0.6947060979576435,-0.6510203932817648,-0.7833742421652848,-0.6279108018223069,-0.5627046955510718,-0.37232824305934603,0.1180551054874476,-0.6976939040107069,-0.5488644311850789,-0.4011172180910106,-0.37304628755516733,-0.07933111423870061,0.12758193307641963,-0.18319370303689003,0.6609365547262976,-0.9173804626765749,-0.8162494116671729,-0.41294118952448305,-0.5119602274269239,-0.3524898808708617,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,1.49,3.5,-2.01,-57.43
596,anthony jung,de GER,Werder Bremen,0.9655994035758887,0.9536320407296214,0.012519291007412331,0.27737211493284497,0.13876169328175222,-0.2791316041782391,-0.5054583250557069,1.1492918987100496,-1.1790263730473627,-0.3041753519952772,0.1226716655211768,0.13088448635197344,0.0018422262180536654,0.6821805832113806,-0.014989934427633004,-0.0176038535946017,-0.11853306973768446,-0.2305546679907518,0.4183675246088475,0.4456863861426272,-0.2199367364115612,0.14215640466337862,0.07870231566168603,-0.19717316336524118,0.23436398232353678,-0.12071411405976039,0.4867420606963094,1.2780160865865682,0.011286408678384064,0.7809016007092136,0.41705773066690544,0.6658549418395776,1.236150996568503,0.5841712590812783,0.19049625458961875,0.011337794738881206,-0.23425993964999994,0.16261994470012994,0.7593589675501022,-0.2863447420499813,0.24245687070944671,-0.20385101692270624,-0.0065469278507989375,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.06204096431134541,0.45697241552055384,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.4,1.0,2.4,240.0
597,vinicius junior,br BRA,Real Madrid,0.6100779437207372,1.2375548734357507,2.598399183468757,1.7747906418946195,2.660066571784858,3.259302677996915,3.488338767037377,-1.073990661886719,0.8042605354417761,-0.3041753519952772,4.417780017318504,8.991625870748875,0.23578163659160362,0.9802661719181173,-1.5015888058990454,0.88930918016038,2.75573712746197,2.709696669080831,1.7466473620277907,1.5840548513830335,1.6493468995458007,2.178873634772671,1.9952609637377587,1.567469397652635,3.8802467615485687,-0.25263352076910817,3.6464752933174474,-0.0017065853015566746,1.1017623521833793,1.4650079860606018,0.981472496235089,0.9773062102510626,2.424412552442672,0.9028039582644423,2.943138904832845,1.0413196532645808,-0.7791920645233615,1.839076281352336,-0.7961550317713568,3.1469263584238854,4.355333597489448,-0.0007538747458212485,5.466081156731444,4.988935805720581,5.304559378275178,2.3468679687966563,2.937985666124955,1.5358826284640228,-0.27162260048869397,3.587914203745498,11.950302895572255,-0.31529656749461066,7.82100880415822,0.0,1.0,0.0,119.14,120.0,-0.86,-0.72
598,james justin,eng ENG,Leicester City,0.6100779437207372,1.3210615889375532,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.5574517115840687,-0.5924096178046856,-0.5799278706429927,-1.1790263730473627,-0.3041753519952772,0.19038644061211074,3.323151436722743,1.7204742924786276,1.2573919325280876,0.4304713927927355,0.6001671435866741,-0.7488301980756793,-0.5823428908023124,-0.6578750410617571,-0.7262732797114314,1.695057806804853,1.0829684469603724,1.006524599424604,0.3694498036673546,0.0577785515919653,1.2014006779055073,0.9080398250457937,2.5799948049423107,0.5286046720836904,1.090579388316837,0.4317239986741249,1.9116600154855183,-0.22884697022117456,1.6334188883912326,-0.3103641192021985,3.287281739667186,1.5792880555495623,3.254665270424794,2.992649657043677,-0.07367866617656572,0.5298344499371781,-0.41294118952448305,0.9463341974646972,-0.6709942941369419,1.1207775476027861,-0.48143675468883057,-0.16955137300157133,-0.6537744922310835,-0.27162260048869397,2.5538076937483085,-0.34483202663361295,2.7793251040253386,-0.17282534396494637,1.0,0.0,0.0,23.73,25.0,-1.27,-5.08
599,ozan kabak,tr TUR,Hoffenheim,0.6100779437207372,1.3344226634178418,-0.0019165592836562495,0.25576635540954207,0.14710984291517745,-0.3843713947910686,0.052023677597743755,-1.073990661886719,2.7875474439309147,2.8844214413345246,1.6745349817228246,-0.0847245795927224,3.34761718967373,1.3022056235634332,0.7696946115560405,-0.4433423505069533,-0.22641342095411776,-0.046559580970609526,0.3818072676009283,0.9066323056743971,-0.2011397278190544,0.3545466722075948,0.46310326775405597,0.36439706737420524,-0.4660619807792444,0.4815393545040934,-0.565568898705433,-0.6279108018223069,0.33965551580653863,0.9216642314399505,1.5808970628527657,0.48137161211848745,-0.8229777481582592,-0.15548047432777323,0.3409334586367427,1.6467676482597358,2.257850032700785,0.7040841031219592,1.399746137766806,-0.6521708687317429,-0.6028902659351132,-0.41294118952448305,0.05139854598595383,-0.13761369775833882,0.05810843026434415,4.31617222699091,0.17332939441248174,-0.24107659656964747,-0.27162260048869397,1.91216329296692,1.3931716982339366,-0.31529656749461066,4.347113188899524,1.0,0.0,0.0,10.64,10.0,0.64,6.4
600,issa kabore,bf BFA,Marseille,-1.878572275265323,-1.6384164084463344,0.6034578077611392,-0.5980096257532103,0.14301761270271404,0.13110063746681136,-0.11492280448029485,-1.3210220575085823,-1.1790263730473627,-0.3041753519952772,-0.1266780356960292,0.057696087820287546,-0.5198065447692797,-0.6076819759821148,-1.5015888058990454,0.4678152060269129,0.27006266102761484,-0.06128455874478257,1.6499911825631053,1.1585663102767827,0.3756523959846064,0.5287090743201766,0.09484233500106658,0.34561912660150973,-0.40217177468540954,-0.6795461395296164,0.09655934541251678,0.1894930866248112,-0.45828855815027686,0.012593568975255069,-0.30395492878482405,0.49656435691904804,-0.2931127718081882,1.0779000986742295,-0.15694204999540842,-0.6343604168584729,-0.7791920645233615,-0.3284244742735145,-0.39128518088163133,0.6871073745855659,-0.04714530624629757,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,6.57,5.0,1.57,31.4
601,pavel kaderabek,cz CZE,Hoffenheim,0.2545564838655857,-0.8567935513494611,0.038829792344358696,-0.5980096257532103,-0.25392871790626054,-0.4351068310369229,-0.12187890790021341,0.9022605030881865,-1.1790263730473627,-0.3041753519952772,-0.13783105747571273,-0.0847245795927224,-0.30392420723759905,-0.140426896067583,0.16616175377316383,0.8171522929193433,-0.47861462370245783,-0.7123165548029194,3.34090306917934,2.5395378910602258,-0.8797380275310864,0.15648254667554484,0.0599841646886974,-0.6484764970995125,-0.2590103869566319,-0.3703387331023933,0.19674980340404846,2.5587503969504914,-0.16039896205359647,-0.5115552814548402,-0.5717325962714899,-0.27826562790952547,-0.3639363082510196,1.0818877381205374,-0.9127099084226313,-0.725876698817153,-0.47548785480094685,-0.6386154800090977,-0.3964170757774722,0.003301590106851459,-0.03662902607751388,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.2678774754217781,-0.24107659656964747,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,3.93,4.0,-0.07,-1.75
602,kaiky,br BRA,Almería,-1.5230508154101716,-1.2442647112778256,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,-0.6484855800480588,-0.8174892498920415,-2.0621162443741716,2.1264518077678685,-0.3041753519952772,-0.47799822175605317,-0.7328704873102614,0.22093471003273346,-0.7822010467459884,-0.3187460320809931,-0.5876561249890253,-0.7488301980756793,-0.8290869712552553,-0.6578750410617571,-0.7262732797114314,-0.7195033878508987,-0.07459723045835041,-0.025750153541285282,-0.2275640229111412,-0.8801651684244692,-0.6178214872390433,-0.6968744057626579,-0.6279108018223069,-0.7376047022121525,-0.8724194802372783,-0.41087675361165504,-1.0379028679375384,-0.8229777481582592,-0.21963347004963593,-0.623774960967042,0.6833045687503,1.6330870869861047,-0.14757106103545348,0.10944113538397807,-1.0269984144334994,-0.9713645441567367,-0.41294118952448305,-0.5119602274269239,-0.6709942941369419,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,4.12,8.0,-3.88,-48.5
603,florian kainz,at AUT,Köln,0.6100779437207372,0.5828622239016175,1.0565572378646662,1.3412815314593267,1.3724872577352933,0.8324093247737915,2.1845662403326913,0.9022605030881865,0.8042605354417761,2.8844214413345246,0.26686430424422436,0.9840897809465764,0.39749275559767605,0.3720803650098431,-0.47626657744789236,4.325700546325723,0.9697408549380094,0.7890940969065712,0.14142357777386336,0.015532400506702201,0.4061482420927302,0.04610274980008965,-0.2935859943177669,-0.5543634678750095,1.5654099426117587,0.13708853462389348,1.4923804464995098,1.3022954100057882,1.0847366878181404,-0.577073887758602,-0.46670319312300973,-0.3477181755692295,-0.8229777481582592,-0.19939989211836684,-0.17246334882566763,0.028285254360858002,-0.22731812914205946,0.18015724537775904,-0.26848626730258385,0.775913320621762,0.32294686123206184,3.39862616070663,0.5117431436890482,-0.18637992371295398,0.6047331920607366,0.9715533940484625,1.006039829560897,0.84608757428705,1.4574897420928297,-0.26818175823197155,1.2342685005317606,1.8570868575458828,-0.17282534396494637,0.0,1.0,0.0,6.34,4.0,2.34,58.5
604,arnaud kalimuendo,fr FRA,Rennes,-0.8120078956998688,-0.8400922082491005,1.5755493394580706,0.4735663506041223,1.329764374317174,1.0942041758024006,1.0159408657864208,-1.5680534531304455,-1.1790263730473627,-0.3041753519952772,-0.43657271228865796,-0.46715044579432197,-0.8416237096399265,-0.7060791606037561,-0.92427876205534,-0.35973811395316824,1.129296717901246,0.6950601203000725,1.6842664235080296,1.186558977454826,0.2191640132616678,0.5934894462047201,0.9754497228704276,0.6309917170955848,-0.5163459392790215,-0.7957909894270043,-0.27308743748791736,-0.6279108018223069,-0.5473458794453675,-0.7035043233603921,-0.8745200648076488,-0.5929724844925591,0.2524907681958457,-1.5026933844869002,-0.6321325834141045,0.24436536454107544,-0.4234242759913899,0.5835151609632532,-0.7593153576976426,-0.4627785960627109,-0.5300852493819931,-0.41294118952448305,-0.5119602274269239,-0.046177024093435076,-0.610837956549423,-0.48143675468883057,0.36692016382955556,0.31311772046142444,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,1.0,0.0,16.42,25.0,-8.58,-34.32
605,yayah kallon,sl SLE,Hellas Verona,-0.10096497598956576,-1.4914445891631616,-0.016585245869741173,-0.5980096257532103,-0.292886749528914,-0.34276833706946774,-0.11666183033527404,-1.3210220575085823,-1.1790263730473627,-0.3041753519952772,-0.6480818038962234,-0.14934136388195746,-0.6578428349382353,-0.8838430583114807,-0.9480527529029155,-0.09310491029778897,-0.011682111185530347,-0.09261429868983186,-0.013272009690891616,-0.05808831417154962,-0.17675619569380707,-0.6113286725909352,-1.0546001103430054,-0.5051109205460289,-0.43086320982939985,-0.8310344028799813,-0.31073664685740593,-0.1888597033247209,-0.8288051141266437,-0.8949415011541964,-0.8631655347375428,-0.9201590957331963,0.030839330069207287,-0.3008631624744406,-0.8625641737402561,-0.6754580064417686,-0.7791920645233615,-0.3815844169525804,-0.8698343799187854,0.04685879221032041,-0.4131927505828169,-0.41294118952448305,-0.1626777879109394,-0.6709942941369419,-0.19609119672488695,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,0.0,0.0,1.0,3.42,1.5,1.92,128.0
606,gedeon kalulu,cd COD,Lorient,-0.10096497598956576,0.7465353862851507,-0.5723654820758671,0.499702350027471,-0.16799188344452387,-0.6522544981691792,-0.31664980365792533,-0.33289647502112946,0.14316489927872983,-0.3041753519952772,-0.04860688323824651,-0.26011299409207694,0.5106504120733895,0.058472225787927164,-0.2905233459503527,-0.2020476616224909,-0.7488301980756793,-0.8063057746380691,-0.6578750410617571,-0.7262732797114314,0.2322430507089004,-0.268104391899213,-0.4915681975186083,-0.720126717094438,-0.06024085688692416,-0.2040521304016072,-0.2345047766464583,-0.11804501001865923,-0.10539296948898177,0.5776915483452003,1.1967354621475135,-0.08075994550224229,-0.16195807469183426,-0.023279149906403222,0.08184716277780514,-0.14457883378331554,-0.3418580025230845,0.028898027033198926,0.7069403268282983,-0.6005788429392859,-0.3140970336077377,-0.41294118952448305,-0.106341910569652,-0.6709942941369419,-0.1291965580435107,-0.48143675468883057,-0.17333314617157966,0.23765296239761824,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,4.32,4.0,0.32,8.0
607,pierre kalulu,fr FRA,Milan,0.9655994035758887,0.6129246414822664,-0.5723654820758671,-0.5980096257532103,-0.683612890214944,0.04470543745958535,-0.188955619449425,-1.073990661886719,-0.5179307368843165,-0.3041753519952772,0.9639281654744319,0.49352970430176657,2.445566084151021,1.9052172469666484,1.3380256373972292,0.09249649485161351,-0.5144374884193649,-0.25655835214514344,-0.6578750410617571,-0.7262732797114314,-0.25858233449685686,1.4831398867524395,1.6233692893942466,1.3506018616524107,-0.4311589978205752,1.2520265756832645,-0.6259320938928776,-0.1160217330670571,0.892334774431956,0.9733625067265137,0.846637451652581,1.158533951800603,-0.15933498074950672,2.6495654180380805,-0.8195821154410776,2.3255134061199474,2.294294537867476,1.5590275111564296,0.945206875563765,-0.5794647761776184,-0.4135972228970011,-0.07599970119168357,-0.5119602274269239,0.10012165377041035,-0.610837956549423,-0.48143675468883057,-0.7405991216727706,-0.6537744922310835,-0.27162260048869397,-0.26818175823197155,-0.34483202663361295,-0.31529656749461066,-0.17282534396494637,1.0,0.0,0.0,33.77,35.0,-1.23,-3.51
